stamp,id,item,value
2018-01-12T03:40:46Z,1000217,item_1,100
2018-01-12T03:50:18Z,1000263,item_1,100
2018-01-12T03:54:46Z,1000130,item_2,500
2018-01-12T03:57:20Z,1000166,item_1,100
2018-01-12T03:57:47Z,1000074,item_1,100
2018-01-12T04:20:26Z,1000042,item_1,100
2018-01-12T04:49:32Z,1000113,item_1,100
2018-01-12T04:51:02Z,1000290,item_2,500
2018-01-12T04:51:37Z,1000297,item_2,500
2018-01-12T04:52:24Z,1000260,item_2,500
2018-01-12T04:59:29Z,1000168,item_2,500
2018-01-12T05:00:11Z,1000257,item_4,2e3
2018-01-12T05:04:47Z,1000254,item_1,100
2018-01-12T05:05:17Z,1000075,item_3,1e3
2018-01-12T05:09:55Z,1000080,item_2,500
2018-01-12T05:14:36Z,1000219,item_1,100
2018-01-12T05:19:52Z,1000131,item_1,100
2018-01-12T05:23:15Z,1000117,item_2,500
2018-01-12T05:33:16Z,1000253,item_1,100
2018-01-12T05:39:35Z,1000255,item_5,5e3
2018-01-12T05:42:54Z,1000241,item_2,500
2018-01-12T05:52:14Z,1000200,item_2,500
2018-01-12T05:53:55Z,1000038,item_2,500
2018-01-12T05:57:49Z,1000275,item_1,100
2018-01-12T05:58:26Z,1000111,item_2,500
2018-01-12T05:58:54Z,1000244,item_1,100
2018-01-12T06:08:58Z,1000109,item_1,100
2018-01-12T06:25:30Z,1000047,item_1,100
2018-01-12T06:29:27Z,1000156,item_1,100
2018-01-12T06:29:51Z,1000048,item_2,500
2018-01-12T06:39:16Z,1000083,item_1,100
2018-01-12T06:44:19Z,1000274,item_1,100
2018-01-12T06:44:51Z,1000065,item_1,100
2018-01-12T06:56:40Z,1000065,item_2,500
2018-01-12T07:18:56Z,1000273,item_3,1e3
2018-01-12T07:32:44Z,1000201,item_3,1e3
2018-01-12T07:49:45Z,1000117,item_1,100
2018-01-12T07:52:00Z,1000277,item_1,100
2018-01-12T08:15:07Z,1000104,item_1,100
2018-01-12T08:15:57Z,1000018,item_4,2e3
2018-01-12T08:18:17Z,1000284,item_4,2e3
2018-01-12T08:50:18Z,1000078,item_1,100
2018-01-12T08:51:03Z,1000251,item_1,100
2018-01-12T09:05:28Z,1000185,item_1,100
2018-01-12T09:16:44Z,1000109,item_2,500
2018-01-12T09:24:45Z,1000043,item_1,100
2018-01-12T09:31:40Z,1000041,item_2,500
2018-01-12T09:38:52Z,1000097,item_2,500
2018-01-12T09:48:22Z,1000047,item_2,500
2018-01-12T09:52:33Z,1000175,item_1,100
2018-01-12T10:02:38Z,1000086,item_3,1e3
2018-01-12T10:04:43Z,1000274,item_1,100
2018-01-12T10:14:06Z,1000257,item_2,500
2018-01-12T10:16:50Z,1000125,item_3,1e3
2018-01-12T10:48:08Z,1000067,item_2,500
2018-01-12T10:52:34Z,1000014,item_1,100
2018-01-12T10:54:56Z,1000163,item_3,1e3
2018-01-12T11:01:11Z,1000116,item_1,100
2018-01-12T11:23:26Z,1000217,item_1,100
2018-01-12T11:44:54Z,1000197,item_1,100
2018-01-12T11:56:21Z,1000047,item_2,500
2018-01-12T12:02:15Z,1000192,item_1,100
2018-01-12T12:34:49Z,1000151,item_2,500
2018-01-12T12:43:47Z,1000106,item_1,100
2018-01-12T12:44:24Z,1000045,item_1,100
2018-01-12T12:46:29Z,1000039,item_1,100
2018-01-12T13:00:36Z,1000041,item_2,500
2018-01-12T13:10:14Z,1000193,item_1,100
2018-01-12T13:14:22Z,1000259,item_1,100
2018-01-12T13:23:01Z,1000143,item_2,500
2018-01-12T13:27:14Z,1000253,item_2,500
2018-01-12T13:30:45Z,1000143,item_2,500
2018-01-12T13:33:30Z,1000019,item_1,100
2018-01-12T13:34:14Z,1000084,item_2,500
2018-01-12T13:40:31Z,1000075,item_1,100
2018-01-12T13:40:37Z,1000055,item_1,100
2018-01-12T13:40:48Z,1000153,item_2,500
2018-01-12T13:49:06Z,1000080,item_3,1e3
2018-01-12T13:50:27Z,1000037,item_1,100
2018-01-12T13:52:41Z,1000236,item_1,100
2018-01-12T14:07:29Z,1000160,item_2,500
2018-01-12T14:13:20Z,1000084,item_1,100
2018-01-12T14:15:25Z,1000268,item_1,100
2018-01-12T14:21:09Z,1000283,item_2,500
2018-01-12T14:31:36Z,1000116,item_2,500
2018-01-12T14:48:33Z,1000200,item_1,100
2018-01-12T15:00:56Z,1000233,item_2,500
2018-01-12T15:11:36Z,1000023,item_1,100
2018-01-12T15:24:51Z,1000005,item_1,100
2018-01-12T15:36:52Z,1000169,item_2,500
2018-01-12T15:40:35Z,1000299,item_2,500
2018-01-12T15:41:10Z,1000127,item_1,100
2018-01-12T15:46:23Z,1000268,item_1,100
2018-01-12T15:53:49Z,1000200,item_1,100
2018-01-12T15:58:22Z,1000019,item_3,1e3
2018-01-12T16:03:23Z,1000284,item_1,100
2018-01-12T16:10:19Z,1000168,item_4,2e3
2018-01-12T16:13:31Z,1000140,item_2,500
2018-01-12T16:15:43Z,1000202,item_4,2e3
2018-01-12T16:32:36Z,1000222,item_1,100
2018-01-12T16:58:20Z,1000080,item_1,100
2018-01-12T17:02:47Z,1000146,item_1,100
2018-01-12T17:03:44Z,1000152,item_1,100
2018-01-12T17:09:36Z,1000197,item_2,500
2018-01-12T17:24:26Z,1000233,item_1,100
2018-01-12T17:35:32Z,1000207,item_1,100
2018-01-12T17:39:05Z,1000070,item_1,100
2018-01-12T17:42:12Z,1000127,item_1,100
2018-01-12T17:42:38Z,1000286,item_2,500
2018-01-12T17:43:38Z,1000151,item_2,500
2018-01-12T17:58:45Z,1000296,item_1,100
2018-01-12T18:06:30Z,1000159,item_1,100
2018-01-12T18:28:57Z,1000189,item_1,100
2018-01-12T18:34:28Z,1000045,item_4,2e3
2018-01-12T18:43:31Z,1000180,item_2,500
2018-01-12T18:49:09Z,1000230,item_3,1e3
2018-01-12T18:50:46Z,1000139,item_2,500
2018-01-12T18:54:33Z,1000180,item_2,500
2018-01-12T18:54:53Z,1000243,item_1,100
2018-01-12T19:00:05Z,1000039,item_3,1e3
2018-01-12T19:01:11Z,1000221,item_1,100
2018-01-12T19:18:39Z,1000046,item_2,500
2018-01-12T19:32:29Z,1000277,item_1,100
2018-01-12T19:35:42Z,1000140,item_1,100
2018-01-12T19:43:24Z,1000216,item_1,100
2018-01-12T19:47:49Z,1000077,item_1,100
2018-01-12T19:48:18Z,1000090,item_2,500
2018-01-12T20:01:07Z,1000094,item_1,100
2018-01-12T20:08:27Z,1000072,item_1,100
2018-01-12T20:15:24Z,1000202,item_2,500
2018-01-12T20:16:43Z,1000007,item_2,500
2018-01-12T20:20:14Z,1000091,item_5,5e3
2018-01-12T20:20:27Z,1000218,item_2,500
2018-01-12T20:27:25Z,1000191,item_1,100
2018-01-12T20:34:38Z,1000250,item_2,500
2018-01-12T20:43:14Z,1000187,item_1,100
2018-01-12T20:47:30Z,1000052,item_4,2e3
2018-01-12T20:51:12Z,1000250,item_1,100
2018-01-12T20:51:17Z,1000163,item_1,100
2018-01-12T20:51:57Z,1000215,item_1,100
2018-01-12T21:02:51Z,1000086,item_1,100
2018-01-12T21:03:07Z,1000182,item_1,100
2018-01-12T21:19:19Z,1000191,item_1,100
2018-01-12T21:21:44Z,1000266,item_1,100
2018-01-12T21:32:09Z,1000228,item_1,100
2018-01-12T22:08:48Z,1000147,item_1,100
2018-01-12T22:11:06Z,1000200,item_1,100
2018-01-12T22:26:50Z,1000250,item_1,100
2018-01-12T22:32:59Z,1000022,item_2,500
2018-01-12T22:40:16Z,1000014,item_2,500
2018-01-12T22:40:22Z,1000240,item_1,100
2018-01-12T22:41:57Z,1000087,item_5,5e3
2018-01-12T23:10:07Z,1000102,item_1,100
2018-01-12T23:11:32Z,1000272,item_1,100
2018-01-12T23:14:52Z,1000278,item_1,100
2018-01-12T23:15:59Z,1000172,item_1,100
2018-01-12T23:23:41Z,1000188,item_1,100
2018-01-12T23:28:13Z,1000065,item_4,2e3
2018-01-12T23:28:49Z,1000066,item_1,100
2018-01-12T23:41:59Z,1000089,item_1,100
2018-01-12T23:43:43Z,1000135,item_1,100
2018-01-12T23:48:38Z,1000192,item_2,500
2018-01-12T23:48:40Z,1000122,item_1,100
2018-01-13T00:07:59Z,1000009,item_1,100
2018-01-13T00:34:22Z,1000272,item_1,100
2018-01-13T00:38:44Z,1000094,item_1,100
2018-01-13T00:49:58Z,1000196,item_1,100
2018-01-13T00:55:27Z,1000287,item_2,500
2018-01-13T01:12:05Z,1000113,item_1,100
2018-01-13T01:21:22Z,1000273,item_2,500
2018-01-13T01:21:47Z,1000265,item_4,2e3
2018-01-13T01:25:24Z,1000011,item_2,500
2018-01-13T01:25:49Z,1000102,item_1,100
2018-01-13T01:36:29Z,1000114,item_1,100
2018-01-13T01:47:20Z,1000086,item_2,500
2018-01-13T01:53:16Z,1000091,item_1,100
2018-01-13T01:58:12Z,1000053,item_1,100
2018-01-13T01:59:08Z,1000148,item_2,500
2018-01-13T02:01:03Z,1000087,item_4,2e3
2018-01-13T02:27:58Z,1000022,item_2,500
2018-01-13T02:29:58Z,1000148,item_1,100
2018-01-13T02:32:49Z,1000047,item_1,100
2018-01-13T02:35:22Z,1000186,item_2,500
2018-01-13T02:48:06Z,1000025,item_1,100
2018-01-13T02:51:18Z,1000029,item_3,1e3
2018-01-13T03:08:26Z,1000140,item_1,100
2018-01-13T03:20:41Z,1000125,item_1,100
2018-01-13T03:31:01Z,1000114,item_2,500
2018-01-13T03:34:10Z,1000119,item_4,2e3
2018-01-13T03:39:48Z,1000102,item_1,100
2018-01-13T03:47:41Z,1000150,item_1,100
2018-01-13T03:49:37Z,1000239,item_1,100
2018-01-13T03:55:36Z,1000070,item_2,500
2018-01-13T03:56:14Z,1000006,item_1,100
2018-01-13T04:05:14Z,1000271,item_1,100
2018-01-13T04:20:58Z,1000041,item_3,1e3
2018-01-13T04:35:43Z,1000165,item_2,500
2018-01-13T04:36:37Z,1000166,item_1,100
2018-01-13T04:42:40Z,1000078,item_1,100
2018-01-13T04:50:39Z,1000232,item_1,100
2018-01-13T04:51:53Z,1000141,item_2,500
2018-01-13T04:58:22Z,1000014,item_1,100
2018-01-13T04:58:48Z,1000241,item_1,100
2018-01-13T05:26:24Z,1000230,item_2,500
2018-01-13T05:27:50Z,1000194,item_1,100
2018-01-13T05:40:34Z,1000252,item_1,100
2018-01-13T05:41:49Z,1000246,item_1,100
2018-01-13T05:45:12Z,1000166,item_1,100
2018-01-13T05:49:10Z,1000061,item_1,100
2018-01-13T05:56:13Z,1000097,item_2,500
2018-01-13T05:56:19Z,1000255,item_2,500
2018-01-13T06:05:54Z,1000062,item_1,100
2018-01-13T06:10:09Z,1000215,item_1,100
2018-01-13T06:10:18Z,1000268,item_1,100
2018-01-13T06:21:08Z,1000147,item_1,100
2018-01-13T06:31:14Z,1000275,item_1,100
2018-01-13T06:33:16Z,1000190,item_1,100
2018-01-13T06:37:03Z,1000260,item_2,500
2018-01-13T06:37:40Z,1000088,item_1,100
2018-01-13T06:38:18Z,1000019,item_1,100
2018-01-13T06:50:08Z,1000040,item_2,500
2018-01-13T06:52:30Z,1000197,item_1,100
2018-01-13T06:58:02Z,1000123,item_2,500
2018-01-13T07:01:23Z,1000289,item_2,500
2018-01-13T07:08:57Z,1000075,item_3,1e3
2018-01-13T07:42:02Z,1000169,item_2,500
2018-01-13T07:43:04Z,1000124,item_2,500
2018-01-13T07:43:20Z,1000208,item_1,100
2018-01-13T07:47:46Z,1000246,item_1,100
2018-01-13T07:47:52Z,1000209,item_1,100
2018-01-13T07:48:17Z,1000027,item_1,100
2018-01-13T07:50:59Z,1000115,item_1,100
2018-01-13T08:08:50Z,1000011,item_1,100
2018-01-13T08:09:11Z,1000220,item_1,100
2018-01-13T08:10:09Z,1000046,item_1,100
2018-01-13T08:15:14Z,1000151,item_2,500
2018-01-13T08:26:28Z,1000120,item_1,100
2018-01-13T08:47:00Z,1000280,item_1,100
2018-01-13T08:52:46Z,1000092,item_1,100
2018-01-13T08:56:34Z,1000185,item_1,100
2018-01-13T08:56:56Z,1000135,item_1,100
2018-01-13T09:03:50Z,1000210,item_1,100
2018-01-13T09:11:36Z,1000142,item_1,100
2018-01-13T09:41:23Z,1000002,item_2,500
2018-01-13T09:53:12Z,1000112,item_1,100
2018-01-13T09:55:56Z,1000147,item_1,100
2018-01-13T09:58:16Z,1000243,item_1,100
2018-01-13T09:59:36Z,1000212,item_1,100
2018-01-13T10:10:56Z,1000297,item_2,500
2018-01-13T10:13:29Z,1000090,item_1,100
2018-01-13T10:14:24Z,1000096,item_4,2e3
2018-01-13T10:24:04Z,1000054,item_2,500
2018-01-13T10:27:43Z,1000030,item_1,100
2018-01-13T10:28:09Z,1000170,item_1,100
2018-01-13T10:29:51Z,1000165,item_2,500
2018-01-13T10:30:56Z,1000238,item_2,500
2018-01-13T10:42:46Z,1000109,item_1,100
2018-01-13T10:51:39Z,1000035,item_2,500
2018-01-13T11:09:45Z,1000041,item_2,500
2018-01-13T11:24:04Z,1000047,item_2,500
2018-01-13T11:28:59Z,1000183,item_1,100
2018-01-13T11:37:32Z,1000267,item_1,100
2018-01-13T11:54:19Z,1000172,item_2,500
2018-01-13T11:57:12Z,1000051,item_1,100
2018-01-13T11:59:42Z,1000091,item_1,100
2018-01-13T12:00:01Z,1000079,item_1,100
2018-01-13T12:05:00Z,1000144,item_1,100
2018-01-13T12:21:40Z,1000092,item_1,100
2018-01-13T12:45:52Z,1000202,item_1,100
2018-01-13T12:48:39Z,1000006,item_2,500
2018-01-13T13:09:23Z,1000278,item_1,100
2018-01-13T13:11:10Z,1000166,item_1,100
2018-01-13T13:46:19Z,1000257,item_1,100
2018-01-13T13:52:13Z,1000245,item_2,500
2018-01-13T13:53:42Z,1000159,item_4,2e3
2018-01-13T13:56:19Z,1000129,item_2,500
2018-01-13T13:58:20Z,1000073,item_2,500
2018-01-13T14:06:33Z,1000189,item_4,2e3
2018-01-13T14:12:13Z,1000046,item_1,100
2018-01-13T14:22:09Z,1000102,item_3,1e3
2018-01-13T14:26:17Z,1000082,item_2,500
2018-01-13T14:26:38Z,1000086,item_1,100
2018-01-13T14:36:52Z,1000221,item_1,100
2018-01-13T14:47:35Z,1000274,item_2,500
2018-01-13T14:48:27Z,1000060,item_1,100
2018-01-13T14:52:37Z,1000169,item_1,100
2018-01-13T15:06:42Z,1000186,item_2,500
2018-01-13T15:09:37Z,1000297,item_1,100
2018-01-13T15:14:22Z,1000142,item_4,2e3
2018-01-13T15:14:27Z,1000039,item_1,100
2018-01-13T15:14:41Z,1000269,item_1,100
2018-01-13T15:18:13Z,1000020,item_2,500
2018-01-13T15:28:37Z,1000196,item_1,100
2018-01-13T15:32:43Z,1000024,item_1,100
2018-01-13T15:39:15Z,1000221,item_4,2e3
2018-01-13T15:56:07Z,1000201,item_2,500
2018-01-13T16:00:11Z,1000135,item_1,100
2018-01-13T16:05:07Z,1000183,item_2,500
2018-01-13T16:10:54Z,1000124,item_1,100
2018-01-13T16:28:22Z,1000153,item_1,100
2018-01-13T16:33:59Z,1000082,item_1,100
2018-01-13T16:44:48Z,1000123,item_1,100
2018-01-13T16:51:51Z,1000070,item_4,2e3
2018-01-13T17:04:56Z,1000163,item_1,100
2018-01-13T17:21:04Z,1000015,item_3,1e3
2018-01-13T17:38:50Z,1000058,item_1,100
2018-01-13T17:45:23Z,1000181,item_1,100
2018-01-13T17:55:51Z,1000024,item_1,100
2018-01-13T18:14:50Z,1000079,item_1,100
2018-01-13T19:07:05Z,1000297,item_1,100
2018-01-13T19:08:06Z,1000124,item_1,100
2018-01-13T19:27:09Z,1000135,item_2,500
2018-01-13T19:33:00Z,1000193,item_1,100
2018-01-13T19:36:56Z,1000176,item_1,100
2018-01-13T19:37:12Z,1000088,item_2,500
2018-01-13T19:38:47Z,1000099,item_1,100
2018-01-13T19:41:44Z,1000015,item_1,100
2018-01-13T19:42:49Z,1000095,item_4,2e3
2018-01-13T19:51:17Z,1000151,item_4,2e3
2018-01-13T19:58:31Z,1000031,item_2,500
2018-01-13T20:05:55Z,1000138,item_2,500
2018-01-13T20:05:57Z,1000111,item_2,500
2018-01-13T20:11:29Z,1000185,item_2,500
2018-01-13T20:13:39Z,1000168,item_2,500
2018-01-13T20:19:30Z,1000051,item_1,100
2018-01-13T20:23:06Z,1000122,item_1,100
2018-01-13T20:42:31Z,1000196,item_1,100
2018-01-13T20:46:04Z,1000178,item_1,100
2018-01-13T20:47:54Z,1000225,item_1,100
2018-01-13T20:48:42Z,1000221,item_1,100
2018-01-13T21:06:50Z,1000258,item_2,500
2018-01-13T21:14:11Z,1000300,item_1,100
2018-01-13T21:33:31Z,1000182,item_2,500
2018-01-13T21:35:58Z,1000279,item_4,2e3
2018-01-13T21:42:01Z,1000227,item_1,100
2018-01-13T21:43:16Z,1000141,item_4,2e3
2018-01-13T21:47:30Z,1000164,item_1,100
2018-01-13T21:54:22Z,1000195,item_3,1e3
2018-01-13T21:58:20Z,1000271,item_1,100
2018-01-13T22:18:31Z,1000167,item_1,100
2018-01-13T22:23:11Z,1000237,item_1,100
2018-01-13T22:23:35Z,1000153,item_1,100
2018-01-13T22:29:27Z,1000098,item_2,500
2018-01-13T22:50:40Z,1000146,item_1,100
2018-01-13T22:52:25Z,1000124,item_2,500
2018-01-13T22:53:24Z,1000124,item_1,100
2018-01-13T23:03:12Z,1000259,item_2,500
2018-01-13T23:10:32Z,1000079,item_1,100
2018-01-13T23:11:38Z,1000169,item_1,100
2018-01-13T23:16:51Z,1000217,item_1,100
2018-01-13T23:20:04Z,1000017,item_1,100
2018-01-13T23:23:51Z,1000192,item_1,100
2018-01-13T23:25:18Z,1000110,item_1,100
2018-01-13T23:27:42Z,1000152,item_1,100
2018-01-13T23:31:29Z,1000295,item_3,1e3
2018-01-13T23:50:22Z,1000279,item_3,1e3
2018-01-14T00:06:35Z,1000017,item_1,100
2018-01-14T00:10:17Z,1000228,item_1,100
2018-01-14T00:15:59Z,1000156,item_1,100
2018-01-14T00:21:02Z,1000182,item_3,1e3
2018-01-14T00:31:55Z,1000011,item_1,100
2018-01-14T00:39:29Z,1000191,item_2,500
2018-01-14T00:54:38Z,1000167,item_1,100
2018-01-14T00:56:32Z,1000006,item_2,500
2018-01-14T01:04:00Z,1000168,item_1,100
2018-01-14T01:12:24Z,1000171,item_2,500
2018-01-14T01:17:37Z,1000125,item_2,500
2018-01-14T01:19:03Z,1000141,item_4,2e3
2018-01-14T01:46:17Z,1000047,item_1,100
2018-01-14T01:49:41Z,1000087,item_3,1e3
2018-01-14T01:54:25Z,1000165,item_3,1e3
2018-01-14T02:02:10Z,1000073,item_1,100
2018-01-14T02:14:19Z,1000246,item_1,100
2018-01-14T02:17:08Z,1000242,item_1,100
2018-01-14T02:26:58Z,1000103,item_3,1e3
2018-01-14T02:28:51Z,1000280,item_1,100
2018-01-14T02:35:14Z,1000051,item_1,100
2018-01-14T02:46:42Z,1000085,item_1,100
2018-01-14T02:51:55Z,1000209,item_1,100
2018-01-14T03:12:48Z,1000236,item_1,100
2018-01-14T03:14:36Z,1000248,item_2,500
2018-01-14T03:26:07Z,1000135,item_1,100
2018-01-14T03:32:40Z,1000005,item_2,500
2018-01-14T03:33:22Z,1000172,item_1,100
2018-01-14T03:37:42Z,1000259,item_2,500
2018-01-14T03:40:13Z,1000106,item_2,500
2018-01-14T03:43:01Z,1000050,item_2,500
2018-01-14T03:55:48Z,1000177,item_1,100
2018-01-14T04:02:57Z,1000227,item_2,500
2018-01-14T04:06:56Z,1000271,item_5,5e3
2018-01-14T04:24:22Z,1000123,item_2,500
2018-01-14T04:26:06Z,1000162,item_1,100
2018-01-14T04:30:34Z,1000137,item_1,100
2018-01-14T04:31:14Z,1000044,item_2,500
2018-01-14T04:48:09Z,1000108,item_3,1e3
2018-01-14T04:49:26Z,1000201,item_3,1e3
2018-01-14T04:50:21Z,1000187,item_1,100
2018-01-14T05:01:04Z,1000116,item_2,500
2018-01-14T05:05:11Z,1000212,item_2,500
2018-01-14T05:43:38Z,1000099,item_1,100
2018-01-14T05:51:26Z,1000073,item_1,100
2018-01-14T05:58:00Z,1000271,item_1,100
2018-01-14T06:06:06Z,1000268,item_1,100
2018-01-14T06:17:08Z,1000008,item_2,500
2018-01-14T06:21:14Z,1000013,item_1,100
2018-01-14T06:23:21Z,1000203,item_3,1e3
2018-01-14T06:23:33Z,1000279,item_1,100
2018-01-14T06:24:29Z,1000117,item_2,500
2018-01-14T06:27:08Z,1000291,item_1,100
2018-01-14T06:29:11Z,1000137,item_2,500
2018-01-14T06:29:21Z,1000135,item_1,100
2018-01-14T06:39:27Z,1000236,item_1,100
2018-01-14T06:41:18Z,1000134,item_2,500
2018-01-14T06:41:29Z,1000128,item_1,100
2018-01-14T06:43:16Z,1000184,item_1,100
2018-01-14T06:44:18Z,1000230,item_1,100
2018-01-14T06:54:01Z,1000218,item_1,100
2018-01-14T07:01:21Z,1000082,item_1,100
2018-01-14T07:08:26Z,1000254,item_2,500
2018-01-14T07:13:42Z,1000275,item_1,100
2018-01-14T07:15:15Z,1000194,item_1,100
2018-01-14T07:49:41Z,1000284,item_2,500
2018-01-14T07:55:50Z,1000300,item_1,100
2018-01-14T08:09:21Z,1000201,item_1,100
2018-01-14T08:22:20Z,1000281,item_1,100
2018-01-14T08:53:24Z,1000193,item_1,100
2018-01-14T08:58:00Z,1000231,item_4,2e3
2018-01-14T09:25:48Z,1000191,item_2,500
2018-01-14T09:28:54Z,1000112,item_1,100
2018-01-14T09:29:59Z,1000165,item_2,500
2018-01-14T09:39:10Z,1000194,item_1,100
2018-01-14T09:45:14Z,1000259,item_1,100
2018-01-14T10:14:12Z,1000161,item_1,100
2018-01-14T10:44:31Z,1000247,item_2,500
2018-01-14T10:48:44Z,1000269,item_1,100
2018-01-14T10:55:03Z,1000035,item_2,500
2018-01-14T10:56:13Z,1000201,item_1,100
2018-01-14T10:58:06Z,1000125,item_1,100
2018-01-14T11:23:17Z,1000037,item_2,500
2018-01-14T11:35:22Z,1000172,item_1,100
2018-01-14T11:42:41Z,1000176,item_1,100
2018-01-14T11:49:43Z,1000108,item_2,500
2018-01-14T12:06:07Z,1000077,item_1,100
2018-01-14T12:16:00Z,1000299,item_1,100
2018-01-14T12:16:08Z,1000189,item_2,500
2018-01-14T12:16:31Z,1000293,item_2,500
2018-01-14T12:18:36Z,1000132,item_2,500
2018-01-14T12:24:33Z,1000145,item_1,100
2018-01-14T12:37:52Z,1000141,item_2,500
2018-01-14T12:41:40Z,1000071,item_1,100
2018-01-14T12:43:34Z,1000073,item_1,100
2018-01-14T12:56:09Z,1000162,item_1,100
2018-01-14T13:15:34Z,1000277,item_2,500
2018-01-14T13:19:17Z,1000024,item_1,100
2018-01-14T13:32:30Z,1000218,item_1,100
2018-01-14T13:43:47Z,1000018,item_2,500
2018-01-14T14:11:45Z,1000109,item_5,5e3
2018-01-14T14:21:24Z,1000029,item_1,100
2018-01-14T14:26:36Z,1000008,item_2,500
2018-01-14T14:29:19Z,1000286,item_1,100
2018-01-14T14:34:51Z,1000094,item_1,100
2018-01-14T14:45:19Z,1000265,item_3,1e3
2018-01-14T14:49:30Z,1000041,item_2,500
2018-01-14T14:57:39Z,1000148,item_1,100
2018-01-14T14:59:44Z,1000155,item_1,100
2018-01-14T15:02:54Z,1000192,item_1,100
2018-01-14T15:14:54Z,1000130,item_3,1e3
2018-01-14T15:16:39Z,1000278,item_1,100
2018-01-14T15:20:27Z,1000124,item_1,100
2018-01-14T15:22:31Z,1000033,item_2,500
2018-01-14T15:33:05Z,1000277,item_2,500
2018-01-14T15:49:53Z,1000030,item_1,100
2018-01-14T15:50:48Z,1000067,item_1,100
2018-01-14T15:51:13Z,1000092,item_1,100
2018-01-14T16:09:11Z,1000270,item_2,500
2018-01-14T16:12:31Z,1000032,item_2,500
2018-01-14T16:19:55Z,1000272,item_1,100
2018-01-14T16:20:19Z,1000033,item_2,500
2018-01-14T16:21:08Z,1000192,item_2,500
2018-01-14T16:21:38Z,1000147,item_1,100
2018-01-14T16:35:49Z,1000167,item_2,500
2018-01-14T16:49:00Z,1000194,item_2,500
2018-01-14T16:52:48Z,1000118,item_2,500
2018-01-14T16:53:10Z,1000121,item_1,100
2018-01-14T16:57:14Z,1000099,item_2,500
2018-01-14T17:05:33Z,1000039,item_1,100
2018-01-14T17:07:17Z,1000225,item_2,500
2018-01-14T17:11:50Z,1000005,item_1,100
2018-01-14T17:18:21Z,1000156,item_1,100
2018-01-14T17:18:45Z,1000028,item_2,500
2018-01-14T17:41:52Z,1000264,item_1,100
2018-01-14T17:44:32Z,1000102,item_1,100
2018-01-14T17:45:19Z,1000059,item_1,100
2018-01-14T17:57:52Z,1000064,item_2,500
2018-01-14T18:03:39Z,1000052,item_1,100
2018-01-14T18:07:16Z,1000248,item_2,500
2018-01-14T18:17:54Z,1000049,item_1,100
2018-01-14T18:22:52Z,1000160,item_2,500
2018-01-14T18:30:21Z,1000184,item_1,100
2018-01-14T18:33:17Z,1000243,item_1,100
2018-01-14T18:40:12Z,1000171,item_1,100
2018-01-14T18:54:14Z,1000018,item_2,500
2018-01-14T18:54:27Z,1000094,item_1,100
2018-01-14T18:55:14Z,1000045,item_1,100
2018-01-14T19:02:05Z,1000020,item_1,100
2018-01-14T19:02:59Z,1000034,item_1,100
2018-01-14T19:05:52Z,1000292,item_2,500
2018-01-14T19:10:25Z,1000095,item_1,100
2018-01-14T19:14:00Z,1000157,item_1,100
2018-01-14T19:15:33Z,1000087,item_2,500
2018-01-14T19:17:05Z,1000236,item_2,500
2018-01-14T19:21:13Z,1000252,item_2,500
2018-01-14T19:21:48Z,1000029,item_2,500
2018-01-14T19:22:19Z,1000024,item_1,100
2018-01-14T19:22:20Z,1000291,item_3,1e3
2018-01-14T19:23:09Z,1000001,item_1,100
2018-01-14T19:23:31Z,1000084,item_2,500
2018-01-14T19:29:41Z,1000083,item_1,100
2018-01-14T19:33:25Z,1000016,item_2,500
2018-01-14T19:35:38Z,1000160,item_3,1e3
2018-01-14T19:36:49Z,1000071,item_2,500
2018-01-14T19:40:24Z,1000245,item_2,500
2018-01-14T19:45:21Z,1000083,item_1,100
2018-01-14T19:55:06Z,1000246,item_1,100
2018-01-14T20:05:12Z,1000088,item_2,500
2018-01-14T20:05:15Z,1000171,item_1,100
2018-01-14T20:06:08Z,1000089,item_2,500
2018-01-14T20:06:40Z,1000118,item_1,100
2018-01-14T20:13:22Z,1000014,item_2,500
2018-01-14T20:15:47Z,1000045,item_2,500
2018-01-14T20:25:36Z,1000256,item_4,2e3
2018-01-14T20:33:43Z,1000141,item_1,100
2018-01-14T20:50:29Z,1000131,item_1,100
2018-01-14T20:51:08Z,1000101,item_1,100
2018-01-14T21:11:00Z,1000156,item_1,100
2018-01-14T21:11:40Z,1000067,item_1,100
2018-01-14T21:22:59Z,1000095,item_1,100
2018-01-14T21:25:45Z,1000168,item_4,2e3
2018-01-14T21:28:37Z,1000112,item_2,500
2018-01-14T21:34:36Z,1000014,item_1,100
2018-01-14T21:44:56Z,1000046,item_1,100
2018-01-14T21:45:25Z,1000099,item_1,100
2018-01-14T21:55:39Z,1000247,item_1,100
2018-01-14T22:06:03Z,1000192,item_2,500
2018-01-14T22:06:07Z,1000196,item_1,100
2018-01-14T22:24:42Z,1000050,item_2,500
2018-01-14T22:27:42Z,1000255,item_2,500
2018-01-14T22:49:00Z,1000151,item_1,100
2018-01-14T23:01:16Z,1000224,item_2,500
2018-01-14T23:08:44Z,1000132,item_1,100
2018-01-14T23:32:15Z,1000061,item_1,100
2018-01-14T23:38:29Z,1000153,item_1,100
2018-01-14T23:44:47Z,1000112,item_2,500
2018-01-14T23:54:48Z,1000132,item_1,100
